clientId,clientCreditScore,debtToIncomeRatio,incomeStabilityIndex,repaymentSuccessRate,loanPrincipal,localGdpIndex,localUnemploymentRate,demographicGroup,languageCode,interestRate,didDefault
1,0.653876322375438,0.0894586666146478,0.614985610631951,0.6222406340948696,9735.934568137225,0.5049800034521937,0.5773736580348469,0,0,0.11959230225308763,0
2,0.750496928841677,0.5269946648673333,0.6815645164585383,0.9424909560381771,6711.192649713353,0.47080077385733227,0.05511556226380362,1,0,0.08452369705510156,1
3,0.7958629256291508,0.3574793373410348,0.6377573422053546,0.9079885359739548,6110.648330707989,0.35305582952803155,0.27207441281339934,1,1,0.23388627541443968,0
4,0.724270226866912,0.42764243147629444,0.4123814964570472,0.7105383977205233,2447.328132809338,0.4962676620950264,0.22160445825646757,0,1,0.16136229181412537,1
5,0.8260214875522387,0.42278769729005133,0.2758929562557655,0.785683318710019,722.9149884038701,0.4681569675534055,0.1764907369868768,1,1,0.2859087596612677,0
6,0.8698528133129609,0.015639984575897405,0.5822737102245619,0.6304242070427731,8534.154225889106,0.38271511447159196,0.0975916178164195,1,0,0.2160811455619756,1
7,0.7236511597107184,0.2228914277600552,0.836072400243613,0.7867940696640844,5782.412533048263,0.46298209893799297,0.25958759848845303,0,0,0.18284730512169295,0
8,0.5841446584166033,0.28166098431226005,0.6987241003337481,0.8826846476308666,4202.697238006331,0.4679046999283656,0.2997425603362555,0,0,0.214157732907042,0
9,0.8448185740347673,0.24961780125953195,0.7162787672996251,0.857533356938689,8138.476488675986,0.4383362860075533,0.07338495575178305,1,1,0.06010634580241604,1
10,0.9195074184018034,0.23351264820788276,0.6149079699905596,0.9639788599368222,3174.745787515456,0.592667016477594,0.33817746904922275,0,0,0.2876650650321726,0
11,0.649195972365212,0.4760357894981018,0.7103713678057136,0.7152884689091191,7857.810834048424,0.3097098437906688,0.14867421384083626,0,0,0.289107402604312,0
12,0.715763761688294,0.03676345867930709,0.5719109004155644,0.8986953479581686,3346.84197051739,0.30142010092890287,0.32991635377122974,1,0,0.11903496713888241,0
13,0.9293341470608043,0.3206138228749914,0.5981130641584571,0.6789551806113299,9216.72374540122,0.5003285784449092,0.0745168309185391,0,0,0.20707387068578342,0
14,0.735876661154153,0.3145213080401381,0.6896179249530875,0.8723210350754781,2752.8720571223453,0.5096127189392305,0.43996800506326295,1,1,0.10047881103496865,0
15,0.9096695293967186,0.33652880897948817,0.968988932187801,0.8259310414252908,1461.7857639882543,0.5404215136018974,0.2582449866546775,0,0,0.18686794865011475,0
16,0.6452560499996463,0.35466359444486384,0.4550633708567867,0.7719627053639312,7011.157412659178,0.4461026491720906,0.0830617554503598,0,0,0.24269730978109832,0
17,0.5654662227449457,0.44650133654199997,0.5308905300845823,0.7995483854993032,1712.1878053412306,0.40820761949076684,0.02931151831151243,0,0,0.28495543120134803,0
18,0.7658593377467232,0.2748462152640991,0.6660539787264481,0.8429639301822419,9498.694197860958,0.4992683867305053,0.27857370236903,1,1,0.13480423081641796,0
19,0.809305382335664,0.02526262773442802,0.920592121799615,0.81451924623232,6589.995612649774,0.45584218646520036,0.08971477399122131,0,0,0.2233763157606904,0
20,0.725440926488475,0.07377990566733635,0.6604015307752878,0.6697986668765233,2385.520546716807,0.6551071404655694,0.11345517847313233,0,0,0.22910677858679485,1
21,0.8770181756508404,0.3104776788234545,0.6455590198256776,0.6441277438192786,2167.3074494257444,0.4675772750074808,0.16353779572386443,1,0,0.10528720029118531,0
22,0.6113602755027672,0.28037367723374823,0.6541624042041886,0.546512932499157,9246.362887292173,0.4946814848282922,0.05760392833295786,0,1,0.20725803287334804,1
23,0.8415828324170402,0.2082570876853531,0.13995997700251456,0.8503407750866571,6117.79333721392,0.7475418139597942,0.35770969922733514,0,0,0.21385532229694415,0
24,0.7987178764315418,0.3805927358173242,0.8336022426479448,0.6769629117587642,8947.986466056926,0.4805239773269313,0.1719051258335696,0,0,0.2410190265865086,0
25,0.8201589080775701,0.13686533631003814,0.39344033419284874,0.7161695625312344,1191.2295279736695,0.5556156865199091,0.4301622546177259,0,0,0.2999868143636334,0
26,0.8438936347604792,0.13039669415270355,0.7194816811751668,0.8253020838948546,9261.382736233843,0.5646309433386353,0.08107909981836989,0,0,0.060058092356620144,1
27,0.4912469181469279,0.3511200050031852,0.4220666981108564,0.8264324915312963,5248.488188741474,0.5731401643718215,0.1702441225977976,0,1,0.10057626091938952,0
28,0.8486275995976889,0.25362018350160304,0.8091937534590207,0.8751270205258003,6717.37697168037,0.5289487265411252,0.18290978984180487,0,0,0.08626960797993517,0
29,0.7084360738896248,0.443324517103873,0.7346118289120336,0.7236111702110127,3791.4671682586786,0.5193840794410509,0.05104008991687375,0,0,0.08860851310517563,0
30,0.9316862802198295,0.12669843672531111,0.3241376332329297,0.7337429276094934,685.4891878576793,0.5100334289837116,0.19331827941698548,0,0,0.16356216515549127,0
31,0.6327408434291123,0.31774023558080905,0.580365029290945,0.787415144587391,9583.927169284108,0.44240060977662266,0.20973209787820396,0,0,0.26963413915323436,1
32,0.8986224157650411,0.2802718203379147,0.7283911221069818,0.6340079730551222,9946.523458173971,0.5325518802839269,0.13269441472433194,0,0,0.16218081726693878,1
33,0.595787399703456,0.27151881880448814,0.16564273149233752,0.8620465904646464,3709.013802728385,0.7028645837424592,0.07903423932946012,0,0,0.21712009945860333,0
34,0.5059661119161158,0.10431092272867044,0.2234699654540258,0.7417050989631278,9444.292504544599,0.6210681908963558,0.16387236027305124,0,0,0.14412478563255476,0
35,0.8220634578382588,0.23602759579238242,0.6863586158679674,0.7005771076430981,1760.4902805194859,0.5303918022224636,0.021737669076102663,1,0,0.1299158288277788,0
36,0.6317033375365484,0.2147555863510803,0.7470150219749907,0.6516360376543944,1631.3760516198977,0.585582979810599,0.18832368071734187,0,0,0.2585587962072606,0
37,0.5006486309375991,0.13333291328182972,0.7824830941427173,0.8836411967462882,823.8072160907976,0.4130824091269348,0.07930480255287574,1,1,0.2138868775296049,0
38,0.9342751448681819,0.2533573201115021,0.8658435473355613,0.6782795133575766,3973.567135083092,0.47394878458002815,0.13969361041834832,1,0,0.137723822020634,0
39,0.7120515552427965,0.11790537114704759,0.6465169835021701,0.39085491123669464,617.7922767978318,0.5947849844184055,0.1271103616990465,0,0,0.2785400653117912,0
40,0.838744739121835,0.4424340668968419,0.6889902189546209,0.7960480370715204,4007.1061771676777,0.6487167193458192,0.36335797624854055,0,0,0.1746278912794112,0
41,0.7847705334160813,0.16359023366830527,0.8374633266783346,0.7834899247101532,1470.0652436317152,0.4229133827904622,0.26021609554481306,0,0,0.09706868682482213,1
42,0.8258355726034926,0.26982502264894875,0.3552743577126877,0.795203808910096,7332.225176172277,0.45164116905768426,0.3027926394931931,1,0,0.17080546561692028,0
43,0.7474374024719366,0.19077978664574907,0.7827750630580772,0.5774216988681902,8350.29022843044,0.7181375793878536,0.11601358907582658,1,0,0.21867485948336896,0
44,0.34181741162646295,0.05936134101494429,0.7602530600297094,0.49786179490779836,6909.372735183251,0.5096261249768973,0.25632224029070644,1,0,0.1417781473140406,0
45,0.5255875329645523,0.47661273328581516,0.7209403289772729,0.7014995105654179,2084.892109117943,0.6823361972700379,0.08171945408576874,0,0,0.26094618406884834,0
46,0.6267069522672452,0.11880605160180979,0.3878164868331651,0.39581776867555074,7691.797109788761,0.5206857317275793,0.11152265951344764,1,1,0.18328599515152522,0
47,0.9183909657409185,0.25514551630700816,0.14228294069900063,0.5545548327792401,2570.051950629422,0.5246180282325436,0.47399162236195785,0,1,0.1669411949836166,0
48,0.8859147305780027,0.17925347256013513,0.5079674546622848,0.9174781450227286,7618.937109988422,0.4694509112340102,0.19638138334656455,1,0,0.2646778558159297,0
49,0.5016628944231066,0.48194610041696595,0.5936808741926599,0.8599674598381087,5717.235991474269,0.5942555141510228,0.4854939162437797,0,0,0.16572945161653824,0
50,0.684933354468736,0.28181112002810554,0.6634888849019226,0.9006967914032571,3730.453911282976,0.6357777550304,0.04877850776951113,0,0,0.15360253546270414,0
51,0.9655169972756753,0.5657100722236503,0.5645619989002282,0.8431732703821263,926.5745423589711,0.39649977698591327,0.10489269807821255,0,0,0.075929098833374,1
52,0.7994490651436071,0.3308809491464839,0.4251172283245146,0.5659533963074224,8292.344147089554,0.4647549447779563,0.16226128594052502,0,0,0.14062296971424132,0
53,0.8025898263845425,0.269291304240459,0.5279806549229807,0.8961317613517888,9402.56391590243,0.5915078524374221,0.19949792525181403,1,0,0.14926207514077044,0
54,0.8194814495513689,0.1090369769443833,0.40852810407215584,0.7458134363019536,6692.586022006311,0.4870451362215672,0.38302718447442274,0,0,0.09515557980612245,0
55,0.8007594991172722,0.5240617148275594,0.3571515664923562,0.6435635996959469,9648.961510265044,0.450661453146679,0.23148979491739433,0,0,0.19695580042829192,0
56,0.6879201981801872,0.14429307905995137,0.7221069964293485,0.8550460340977936,9347.703048525613,0.6009542153869402,0.1322785033311957,1,1,0.08596051763758693,0
57,0.3938579788705362,0.35202005167778905,0.8617590548888551,0.7785317356866961,2026.623167957161,0.6103453204712511,0.12855094247064863,0,1,0.10592244715097275,0
58,0.8838983032607785,0.6280390956551719,0.5041252091203418,0.7157713547261957,7339.002251122313,0.4550357909327861,0.14563092020539817,0,1,0.19027299643128515,1
59,0.8578996664042653,0.5421558478184566,0.8067419131316477,0.786727090295239,3558.1177124331757,0.5212366527987946,0.16672102512085168,0,1,0.11724589118118427,0
60,0.6865679540637682,0.3659988237452141,0.5727632775187741,0.88950288952412,4926.421869599698,0.3791525204095767,0.3108007312005563,0,1,0.20991707753208833,0
61,0.9358581895296346,0.2706045883151198,0.8938026338138795,0.8877167495726951,1653.957768373573,0.4104519089521301,0.06671357064861495,0,0,0.22262828323017614,1
62,0.22550606962591,0.2232009411257809,0.7809363169916649,0.9282335265699604,9750.31633777076,0.512416523213338,0.09680541857273949,0,0,0.12532260265166256,0
63,0.23047899542442077,0.01894236985726148,0.7512167962867423,0.8925964856958207,7288.760092456444,0.5031406787579844,0.048064381293583605,1,0,0.07184692037417999,0
64,0.43708366386653486,0.2788913836385008,0.39036255345646476,0.8106571395308932,2742.3922653465843,0.40331239082693654,0.10349599783233829,1,0,0.1723629584572296,1
65,0.6444432625143321,0.2685207561832771,0.437089375354502,0.8468081917435646,3777.569732663532,0.42840260752744247,0.05394554609951563,1,0,0.07322460502295429,0
66,0.7608650542535511,0.431943731716513,0.609641159081237,0.7751807877885618,4282.580975604966,0.39349556300444405,0.1847222284884082,0,0,0.17880892038096702,0
67,0.6879474895864814,0.11822358074246957,0.4142514969896695,0.7171440427849307,7500.583869024018,0.545505985691321,0.17042676298509907,0,0,0.23155446053224005,0
68,0.7426572934279929,0.38183797644668,0.8197415380469587,0.713850888774425,9264.402941018887,0.30323608033081,0.08927034162402046,1,1,0.20508244786770086,0
69,0.6795756146978778,0.2785457618839845,0.6208024743929738,0.8231406696563857,3282.257316547259,0.3988422770439804,0.03148790104775561,0,0,0.1620669103030044,0
70,0.9121309206982589,0.2291930313814119,0.7870627366951554,0.7000096645703698,4777.750873976153,0.31370584521676786,0.07888791069282577,1,0,0.2864646369743869,0
71,0.5850817489192739,0.223813470578728,0.7382534212558489,0.7319371537485473,5972.754971063541,0.541902060385798,0.3279621377116741,0,0,0.07543680827054262,0
72,0.6456559365327232,0.2288315264580268,0.8723421087627026,0.6250039813489895,3994.1055247631243,0.31972664499452985,0.1647078170496317,1,0,0.2700003767279828,0
73,0.5666390936836835,0.17649287418679083,0.5932398466617953,0.8469768786660109,5091.395101320284,0.5031729198535541,0.32093427082988973,0,0,0.25003221816030075,0
74,0.7489549716721217,0.3713084087408162,0.6617932194845231,0.9104027490922021,1146.5055272990098,0.6639524015747423,0.16899597904129576,0,0,0.15493464509114613,0
75,0.8620933017122632,0.4150781950685917,0.7151905756135903,0.492258151451507,1759.976438429644,0.6673433981270902,0.24327312993822336,0,0,0.0882167929751786,0
76,0.9515114053456255,0.10429866828272305,0.5823956731577101,0.8818849958405333,4070.9024464794343,0.3194092430821179,0.10577708659290325,1,0,0.08896669644441031,0
77,0.7566608128373626,0.23017223355397423,0.7028026780122107,0.9687467959383886,9157.89621652847,0.5298409601630956,0.23652362025460424,0,1,0.28045144018569934,1
78,0.7810917854701819,0.06670898559083682,0.670571677533479,0.7863874134177369,3558.6446528718725,0.4011028703619545,0.03494162124302712,0,1,0.10842616606956502,0
79,0.6204758892789963,0.38901332642676056,0.7066264315181302,0.532986158241547,2572.948805189635,0.38068639642897417,0.36063682580535156,1,1,0.2685289269969572,0
80,0.7619316682455927,0.3549118059300126,0.6508626480462834,0.8819719146587782,7454.335986407831,0.4886530045609926,0.2503862531500907,0,0,0.17582380498257222,0
81,0.5933044321129625,0.5343345153144067,0.7232362987836563,0.623719488438493,9496.38864415843,0.6228291156933126,0.24617704285194356,1,0,0.16543365918184166,1
82,0.788764048918011,0.7474381943727753,0.9545901022088641,0.8076448715731408,4645.32380892912,0.5599658874220358,0.08268113618662723,1,0,0.2048778168959552,0
83,0.698456042052288,0.4070910826239527,0.7711159156153882,0.6625252584798282,185.18906011511274,0.4284859071517119,0.2399655086957529,0,1,0.10375977072330823,0
84,0.8068156107352968,0.41731607717056934,0.4953170875606855,0.9394892139314706,6912.678381608618,0.5705033997410003,0.16100261905716978,1,0,0.15709266851492348,0
85,0.9021629239090754,0.38871620863424505,0.6489070148574987,0.6310308540426376,4209.1019359998345,0.2756291668118321,0.10085827423094341,0,1,0.28462110970123244,1
86,0.5432545608778258,0.1932821505089188,0.4027624126119462,0.6620444588311273,6769.09081250053,0.42470542015667595,0.22216276825176146,0,0,0.10956423224468746,1
87,0.7449779069249327,0.5396547124540493,0.5704400582717098,0.6260977100115335,2849.393506709115,0.41761084552987493,0.075639032782489,1,0,0.28039588971993795,0
88,0.687693407311507,0.500373726534079,0.9561804688663917,0.7683286292090281,123.84062378792791,0.5078320691738931,0.1476569327714552,1,0,0.29855242415229466,0
89,0.7411737446379107,0.2230991296974255,0.7543812258595325,0.7259781794016146,3510.5125655814772,0.47971720363400006,0.027323005618134603,0,0,0.0629767970188742,0
90,0.7701763699744956,0.2786811649231129,0.7075533783714215,0.682845668154958,7077.444191868121,0.4858528906380115,0.354162770937557,0,0,0.18284478064784287,0
91,0.7805257487778566,0.33581943752616505,0.9370951139642265,0.7924199014891526,3991.8215017909733,0.4825280469893861,0.17809788100713558,0,0,0.09295482492342215,0
92,0.8965830938027713,0.39177327378934174,0.3341069081824738,0.8781516457413606,2269.823982566937,0.5022407240989087,0.14760523387742663,0,0,0.2054285639891693,0
93,0.9139745006021853,0.5779452990528532,0.6256751062891889,0.6281103168257026,4693.667954927605,0.5540130966958223,0.2362121519534036,0,0,0.2973856608037189,0
94,0.6252808613431485,0.6932383784757228,0.9067029754831952,0.7626682476856644,7548.250380654015,0.5149331026102383,0.3199967393017272,0,0,0.27422022385455147,0
95,0.4960287753620589,0.09391783809551194,0.8650700611423706,0.8239663592397953,1282.3875592438296,0.47156481833954417,0.08188880385218675,1,0,0.28121211540158836,0
96,0.5738102986510725,0.2536988128350337,0.5149596596555903,0.8701631055083348,6948.345133101813,0.5401748279804782,0.28706635037348693,0,0,0.10333745332802484,0
97,0.9400697448772719,0.17885448769100606,0.5605949799294248,0.9696736475998853,6706.705835659079,0.5826123543652764,0.08496622283021697,0,1,0.18557989972232536,0
98,0.5638116113845065,0.12780865950127804,0.6157701772618468,0.939395734787502,3770.305008882206,0.44439741092773705,0.24294185141503805,0,1,0.10870775409873766,0
99,0.6722561348379004,0.03153457057280289,0.6316896628140202,0.8057176887549106,9706.328294656994,0.4940597269327324,0.05823609021295395,1,1,0.27485617689441283,0
100,0.715133524882573,0.037633480309167244,0.716244030967448,0.531263848040832,8957.582464855479,0.6161906563046586,0.03994885068977268,0,0,0.09778849826856163,1
101,0.6307900998772656,0.12531702211406184,0.46759194164559104,0.8923992600835023,3229.9986599404915,0.38972393227326435,0.06701090110365415,1,0,0.08848972810229995,1
102,0.7417160017369715,0.025633046313845283,0.5474785072372366,0.8526596141559369,407.80182459904654,0.6804702196255944,0.1137266012922933,0,1,0.053040657928504695,0
103,0.931739259022481,0.14222909639288184,0.6975199249518402,0.5768101834275018,3152.217586776259,0.36608450252604247,0.2558427552593678,1,0,0.09548696502165542,0
